state,lga_name_2018,long,lat,id,poly_type,focal_dist,polygon
New South Wales,Central Darling (A),144.43647732664843,-29.233103302705754,6,hex,576513.0269383936,1
Northern Territory,Central Desert (R),136.83647732664843,-26.692762118271403,1,hex,1016898.7182092854,1
Northern Territory,Central Desert (R),137.23647732664844,-26.46182201059555,2,hex,1016898.7182092854,1
Northern Territory,Central Desert (R),137.23647732664844,-25.999941795243853,3,hex,1016898.7182092854,1
Northern Territory,Central Desert (R),136.83647732664843,-25.769001687568,4,hex,1016898.7182092854,1
Northern Territory,Central Desert (R),136.43647732664843,-25.999941795243853,5,hex,1016898.7182092854,1
Northern Territory,Central Desert (R),136.43647732664843,-26.46182201059555,6,hex,1016898.7182092854,1
Victoria,Central Goldfields (S),142.83647732664843,-35.69942631762956,1,hex,143538.84627770053,1
Victoria,Central Goldfields (S),143.23647732664844,-35.46848620995371,2,hex,143538.84627770053,1
Victoria,Central Goldfields (S),143.23647732664844,-35.00660599460201,3,hex,143538.84627770053,1
Victoria,Central Goldfields (S),142.83647732664843,-34.77566588692616,4,hex,143538.84627770053,1
Victoria,Central Goldfields (S),142.43647732664843,-35.00660599460201,5,hex,143538.84627770053,1
Victoria,Central Goldfields (S),142.43647732664843,-35.46848620995371,6,hex,143538.84627770053,1
Tasmania,Central Highlands (M) (Tas.),144.83647732664843,-36.392246640657106,1,hex,88658.87308445919,1
Tasmania,Central Highlands (M) (Tas.),145.23647732664844,-36.16130653298126,2,hex,88658.87308445919,1
Tasmania,Central Highlands (M) (Tas.),145.23647732664844,-35.69942631762956,3,hex,88658.87308445919,1
Tasmania,Central Highlands (M) (Tas.),144.83647732664843,-35.46848620995371,4,hex,88658.87308445919,1
Tasmania,Central Highlands (M) (Tas.),144.43647732664843,-35.69942631762956,5,hex,88658.87308445919,1
Tasmania,Central Highlands (M) (Tas.),144.43647732664843,-36.16130653298126,6,hex,88658.87308445919,1
Queensland,Central Highlands (R) (Qld),141.63647732664845,-23.921480826161197,1,hex,598774.1175280337,1
Queensland,Central Highlands (R) (Qld),142.03647732664845,-23.690540718485344,2,hex,598774.1175280337,1
Queensland,Central Highlands (R) (Qld),142.03647732664845,-23.228660503133646,3,hex,598774.1175280337,1
Queensland,Central Highlands (R) (Qld),141.63647732664845,-22.997720395457794,4,hex,598774.1175280337,1
Queensland,Central Highlands (R) (Qld),141.23647732664844,-23.228660503133646,5,hex,598774.1175280337,1
Queensland,Central Highlands (R) (Qld),141.23647732664844,-23.690540718485344,6,hex,598774.1175280337,1
New South Wales,Cessnock (C),152.03647732664845,-32.23532470249181,1,hex,110414.29673762017,1
New South Wales,Cessnock (C),152.43647732664846,-32.00438459481596,2,hex,110414.29673762017,1
New South Wales,Cessnock (C),152.43647732664846,-31.54250437946426,3,hex,110414.29673762017,1
New South Wales,Cessnock (C),152.03647732664845,-31.311564271788406,4,hex,110414.29673762017,1
New South Wales,Cessnock (C),151.63647732664845,-31.54250437946426,5,hex,110414.29673762017,1
New South Wales,Cessnock (C),151.63647732664845,-32.00438459481596,6,hex,110414.29673762017,1
Western Australia,Chapman Valley (S),114.83647732664843,-28.771223087354056,1,hex,409661.2548074448,1
Western Australia,Chapman Valley (S),115.23647732664844,-28.540282979678203,2,hex,409661.2548074448,1
Western Australia,Chapman Valley (S),115.23647732664844,-28.078402764326505,3,hex,409661.2548074448,1
Western Australia,Chapman Valley (S),114.83647732664843,-27.847462656650652,4,hex,409661.2548074448,1
Western Australia,Chapman Valley (S),114.43647732664843,-28.078402764326505,5,hex,409661.2548074448,1
Western Australia,Chapman Valley (S),114.43647732664843,-28.540282979678203,6,hex,409661.2548074448,1
South Australia,Charles Sturt (C),137.63647732664845,-35.00660599460201,1,hex,8557.53031218594,1
South Australia,Charles Sturt (C),138.03647732664845,-34.77566588692616,2,hex,8557.53031218594,1
South Australia,Charles Sturt (C),138.03647732664845,-34.313785671574465,3,hex,8557.53031218594,1
South Australia,Charles Sturt (C),137.63647732664845,-34.082845563898616,4,hex,8557.53031218594,1
South Australia,Charles Sturt (C),137.23647732664844,-34.313785671574465,5,hex,8557.53031218594,1
South Australia,Charles Sturt (C),137.23647732664844,-34.77566588692616,6,hex,8557.53031218594,1
Queensland,Charters Towers (R),146.03647732664842,-20.45737921102344,1,hex,1094955.0925736602,1
Queensland,Charters Towers (R),146.43647732664843,-20.226439103347587,2,hex,1094955.0925736602,1
Queensland,Charters Towers (R),146.43647732664843,-19.76455888799589,3,hex,1094955.0925736602,1
Queensland,Charters Towers (R),146.03647732664842,-19.533618780320037,4,hex,1094955.0925736602,1
Queensland,Charters Towers (R),145.63647732664842,-19.76455888799589,5,hex,1094955.0925736602,1
Queensland,Charters Towers (R),145.63647732664842,-20.226439103347587,6,hex,1094955.0925736602,1
Queensland,Cherbourg (S),151.23647732664844,-26.692762118271403,1,hex,169188.90225051044,1
Queensland,Cherbourg (S),151.63647732664845,-26.46182201059555,2,hex,169188.90225051044,1
Queensland,Cherbourg (S),151.63647732664845,-25.999941795243853,3,hex,169188.90225051044,1
Queensland,Cherbourg (S),151.23647732664844,-25.769001687568,4,hex,169188.90225051044,1
Queensland,Cherbourg (S),150.83647732664843,-25.999941795243853,5,hex,169188.90225051044,1
Queensland,Cherbourg (S),150.83647732664843,-26.46182201059555,6,hex,169188.90225051044,1
Western Australia,Chittering (S),120.83647732664843,-28.078402764326505,1,hex,68231.24793042755,1
Western Australia,Chittering (S),121.23647732664844,-27.847462656650652,2,hex,68231.24793042755,1
Western Australia,Chittering (S),121.23647732664844,-27.385582441298954,3,hex,68231.24793042755,1
Western Australia,Chittering (S),120.83647732664843,-27.1546423336231,4,hex,68231.24793042755,1
Western Australia,Chittering (S),120.43647732664843,-27.385582441298954,5,hex,68231.24793042755,1
Western Australia,Chittering (S),120.43647732664843,-27.847462656650652,6,hex,68231.24793042755,1
Tasmania,Circular Head (M),141.23647732664844,-38.47070760973976,1,hex,270115.67598143255,1
Tasmania,Circular Head (M),141.63647732664845,-38.23976750206391,2,hex,270115.67598143255,1
Tasmania,Circular Head (M),141.63647732664845,-37.777887286712215,3,hex,270115.67598143255,1
Tasmania,Circular Head (M),141.23647732664844,-37.546947179036366,4,hex,270115.67598143255,1
Tasmania,Circular Head (M),140.83647732664843,-37.777887286712215,5,hex,270115.67598143255,1
Tasmania,Circular Head (M),140.83647732664843,-38.23976750206391,6,hex,270115.67598143255,1
South Australia,Clare and Gilbert Valleys (DC),140.43647732664843,-32.928145025519356,1,hex,104032.63993923356,1
South Australia,Clare and Gilbert Valleys (DC),140.83647732664843,-32.69720491784351,2,hex,104032.63993923356,1
South Australia,Clare and Gilbert Valleys (DC),140.83647732664843,-32.23532470249181,3,hex,104032.63993923356,1
South Australia,Clare and Gilbert Valleys (DC),140.43647732664843,-32.00438459481596,4,hex,104032.63993923356,1
South Australia,Clare and Gilbert Valleys (DC),140.03647732664842,-32.23532470249181,5,hex,104032.63993923356,1
South Australia,Clare and Gilbert Valleys (DC),140.03647732664842,-32.69720491784351,6,hex,104032.63993923356,1
Western Australia,Claremont (T),114.83647732664843,-32.928145025519356,1,hex,6315.492625989204,1
Western Australia,Claremont (T),115.23647732664844,-32.69720491784351,2,hex,6315.492625989204,1
Western Australia,Claremont (T),115.23647732664844,-32.23532470249181,3,hex,6315.492625989204,1
Western Australia,Claremont (T),114.83647732664843,-32.00438459481596,4,hex,6315.492625989204,1
Western Australia,Claremont (T),114.43647732664843,-32.23532470249181,5,hex,6315.492625989204,1
Western Australia,Claremont (T),114.43647732664843,-32.69720491784351,6,hex,6315.492625989204,1
Tasmania,Clarence (C),145.23647732664844,-35.69942631762956,1,hex,11455.721816965373,1
Tasmania,Clarence (C),145.63647732664845,-35.46848620995371,2,hex,11455.721816965373,1
Tasmania,Clarence (C),145.63647732664845,-35.00660599460201,3,hex,11455.721816965373,1
Tasmania,Clarence (C),145.23647732664844,-34.77566588692616,4,hex,11455.721816965373,1
Tasmania,Clarence (C),144.83647732664843,-35.00660599460201,5,hex,11455.721816965373,1
Tasmania,Clarence (C),144.83647732664843,-35.46848620995371,6,hex,11455.721816965373,1
New South Wales,Clarence Valley (A),149.63647732664845,-35.00660599460201,1,hex,248342.0168907118,1
New South Wales,Clarence Valley (A),150.03647732664845,-34.77566588692616,2,hex,248342.0168907118,1
New South Wales,Clarence Valley (A),150.03647732664845,-34.313785671574465,3,hex,248342.0168907118,1
New South Wales,Clarence Valley (A),149.63647732664845,-34.082845563898616,4,hex,248342.0168907118,1
New South Wales,Clarence Valley (A),149.23647732664844,-34.313785671574465,5,hex,248342.0168907118,1
New South Wales,Clarence Valley (A),149.23647732664844,-34.77566588692616,6,hex,248342.0168907118,1
South Australia,Cleve (DC),136.43647732664843,-34.31378567157446,1,hex,256394.9127994726,1
South Australia,Cleve (DC),136.83647732664843,-34.08284556389861,2,hex,256394.9127994726,1
South Australia,Cleve (DC),136.83647732664843,-33.62096534854691,3,hex,256394.9127994726,1
South Australia,Cleve (DC),136.43647732664843,-33.39002524087106,4,hex,256394.9127994726,1
South Australia,Cleve (DC),136.03647732664842,-33.62096534854691,5,hex,256394.9127994726,1
South Australia,Cleve (DC),136.03647732664842,-34.08284556389861,6,hex,256394.9127994726,1
Queensland,Cloncurry (S),141.63647732664845,-21.150199534050994,1,hex,1367188.0405090286,1
Queensland,Cloncurry (S),142.03647732664845,-20.91925942637514,2,hex,1367188.0405090286,1
Queensland,Cloncurry (S),142.03647732664845,-20.457379211023444,3,hex,1367188.0405090286,1
Queensland,Cloncurry (S),141.63647732664845,-20.22643910334759,4,hex,1367188.0405090286,1
Queensland,Cloncurry (S),141.23647732664844,-20.457379211023444,5,hex,1367188.0405090286,1
Queensland,Cloncurry (S),141.23647732664844,-20.91925942637514,6,hex,1367188.0405090286,1
New South Wales,Cobar (A),140.03647732664845,-30.849684056436708,1,hex,507901.0117992771,1
New South Wales,Cobar (A),140.43647732664846,-30.618743948760855,2,hex,507901.0117992771,1
New South Wales,Cobar (A),140.43647732664846,-30.156863733409157,3,hex,507901.0117992771,1
New South Wales,Cobar (A),140.03647732664845,-29.925923625733304,4,hex,507901.0117992771,1
New South Wales,Cobar (A),139.63647732664845,-30.156863733409157,5,hex,507901.0117992771,1
New South Wales,Cobar (A),139.63647732664845,-30.618743948760855,6,hex,507901.0117992771,1
Western Australia,Cockburn (C),116.03647732664844,-33.6209653485469,1,hex,19232.05272402067,1
Western Australia,Cockburn (C),116.43647732664844,-33.390025240871054,2,hex,19232.05272402067,1
Western Australia,Cockburn (C),116.43647732664844,-32.928145025519356,3,hex,19232.05272402067,1
Western Australia,Cockburn (C),116.03647732664844,-32.69720491784351,4,hex,19232.05272402067,1
Western Australia,Cockburn (C),115.63647732664843,-32.928145025519356,5,hex,19232.05272402067,1
Western Australia,Cockburn (C),115.63647732664843,-33.390025240871054,6,hex,19232.05272402067,1
New South Wales,Coffs Harbour (C),153.23647732664844,-31.54250437946426,1,hex,303018.2841123474,1
New South Wales,Coffs Harbour (C),153.63647732664845,-31.311564271788406,2,hex,303018.2841123474,1
New South Wales,Coffs Harbour (C),153.63647732664845,-30.849684056436708,3,hex,303018.2841123474,1
New South Wales,Coffs Harbour (C),153.23647732664844,-30.618743948760855,4,hex,303018.2841123474,1
New South Wales,Coffs Harbour (C),152.83647732664843,-30.849684056436708,5,hex,303018.2841123474,1
New South Wales,Coffs Harbour (C),152.83647732664843,-31.311564271788406,6,hex,303018.2841123474,1
Victoria,Colac-Otway (S),140.43647732664843,-38.47070760973976,1,hex,139832.218796182,1
Victoria,Colac-Otway (S),140.83647732664843,-38.23976750206391,2,hex,139832.218796182,1
Victoria,Colac-Otway (S),140.83647732664843,-37.777887286712215,3,hex,139832.218796182,1
Victoria,Colac-Otway (S),140.43647732664843,-37.546947179036366,4,hex,139832.218796182,1
Victoria,Colac-Otway (S),140.03647732664842,-37.777887286712215,5,hex,139832.218796182,1
Victoria,Colac-Otway (S),140.03647732664842,-38.23976750206391,6,hex,139832.218796182,1
Western Australia,Collie (S),121.23647732664844,-38.47070760973976,1,hex,151402.38594257468,1
Western Australia,Collie (S),121.63647732664845,-38.23976750206391,2,hex,151402.38594257468,1
Western Australia,Collie (S),121.63647732664845,-37.777887286712215,3,hex,151402.38594257468,1
Western Australia,Collie (S),121.23647732664844,-37.546947179036366,4,hex,151402.38594257468,1
Western Australia,Collie (S),120.83647732664843,-37.777887286712215,5,hex,151402.38594257468,1
Western Australia,Collie (S),120.83647732664843,-38.23976750206391,6,hex,151402.38594257468,1
South Australia,Coober Pedy (DC),132.03647732664845,-26.692762118271403,1,hex,750195.3761105019,1
South Australia,Coober Pedy (DC),132.43647732664846,-26.46182201059555,2,hex,750195.3761105019,1
South Australia,Coober Pedy (DC),132.43647732664846,-25.999941795243853,3,hex,750195.3761105019,1
South Australia,Coober Pedy (DC),132.03647732664845,-25.769001687568,4,hex,750195.3761105019,1
South Australia,Coober Pedy (DC),131.63647732664845,-25.999941795243853,5,hex,750195.3761105019,1
South Australia,Coober Pedy (DC),131.63647732664845,-26.46182201059555,6,hex,750195.3761105019,1
Queensland,Cook (S),146.03647732664842,-19.07173856496834,1,hex,1359028.8192778174,1
Queensland,Cook (S),146.43647732664843,-18.840798457292486,2,hex,1359028.8192778174,1
Queensland,Cook (S),146.43647732664843,-18.378918241940788,3,hex,1359028.8192778174,1
Queensland,Cook (S),146.03647732664842,-18.147978134264935,4,hex,1359028.8192778174,1
Queensland,Cook (S),145.63647732664842,-18.378918241940788,5,hex,1359028.8192778174,1
Queensland,Cook (S),145.63647732664842,-18.840798457292486,6,hex,1359028.8192778174,1
New South Wales,Coolamon (A),140.43647732664843,-35.69942631762956,1,hex,198460.16395535102,1
New South Wales,Coolamon (A),140.83647732664843,-35.46848620995371,2,hex,198460.16395535102,1
New South Wales,Coolamon (A),140.83647732664843,-35.00660599460201,3,hex,198460.16395535102,1
New South Wales,Coolamon (A),140.43647732664843,-34.77566588692616,4,hex,198460.16395535102,1
New South Wales,Coolamon (A),140.03647732664842,-35.00660599460201,5,hex,198460.16395535102,1
New South Wales,Coolamon (A),140.03647732664842,-35.46848620995371,6,hex,198460.16395535102,1
Western Australia,Coolgardie (S),127.63647732664843,-30.156863733409157,1,hex,493819.8344117996,1
Western Australia,Coolgardie (S),128.03647732664842,-29.925923625733304,2,hex,493819.8344117996,1
Western Australia,Coolgardie (S),128.03647732664842,-29.464043410381606,3,hex,493819.8344117996,1
Western Australia,Coolgardie (S),127.63647732664843,-29.233103302705754,4,hex,493819.8344117996,1
Western Australia,Coolgardie (S),127.23647732664843,-29.464043410381606,5,hex,493819.8344117996,1
Western Australia,Coolgardie (S),127.23647732664843,-29.925923625733304,6,hex,493819.8344117996,1
Northern Territory,Coomalie (S),129.63647732664845,-21.150199534050994,1,hex,81503.9712858018,1
Northern Territory,Coomalie (S),130.03647732664845,-20.91925942637514,2,hex,81503.9712858018,1
Northern Territory,Coomalie (S),130.03647732664845,-20.457379211023444,3,hex,81503.9712858018,1
Northern Territory,Coomalie (S),129.63647732664845,-20.22643910334759,4,hex,81503.9712858018,1
Northern Territory,Coomalie (S),129.23647732664844,-20.457379211023444,5,hex,81503.9712858018,1
Northern Territory,Coomalie (S),129.23647732664844,-20.91925942637514,6,hex,81503.9712858018,1
New South Wales,Coonamble (A),145.23647732664844,-30.156863733409157,1,hex,434086.3747744533,1
New South Wales,Coonamble (A),145.63647732664845,-29.925923625733304,2,hex,434086.3747744533,1
New South Wales,Coonamble (A),145.63647732664845,-29.464043410381606,3,hex,434086.3747744533,1
New South Wales,Coonamble (A),145.23647732664844,-29.233103302705754,4,hex,434086.3747744533,1
New South Wales,Coonamble (A),144.83647732664843,-29.464043410381606,5,hex,434086.3747744533,1
New South Wales,Coonamble (A),144.83647732664843,-29.925923625733304,6,hex,434086.3747744533,1
Western Australia,Coorow (S),116.03647732664844,-29.464043410381606,1,hex,214494.45349344134,1
Western Australia,Coorow (S),116.43647732664844,-29.233103302705754,2,hex,214494.45349344134,1
Western Australia,Coorow (S),116.43647732664844,-28.771223087354056,3,hex,214494.45349344134,1
Western Australia,Coorow (S),116.03647732664844,-28.540282979678203,4,hex,214494.45349344134,1
Western Australia,Coorow (S),115.63647732664843,-28.771223087354056,5,hex,214494.45349344134,1
Western Australia,Coorow (S),115.63647732664843,-29.233103302705754,6,hex,214494.45349344134,1
New South Wales,Cootamundra-Gundagai Regional (A),141.23647732664844,-35.69942631762956,1,hex,105768.09554098568,1
New South Wales,Cootamundra-Gundagai Regional (A),141.63647732664845,-35.46848620995371,2,hex,105768.09554098568,1
New South Wales,Cootamundra-Gundagai Regional (A),141.63647732664845,-35.00660599460201,3,hex,105768.09554098568,1
New South Wales,Cootamundra-Gundagai Regional (A),141.23647732664844,-34.77566588692616,4,hex,105768.09554098568,1
New South Wales,Cootamundra-Gundagai Regional (A),140.83647732664843,-35.00660599460201,5,hex,105768.09554098568,1
New South Wales,Cootamundra-Gundagai Regional (A),140.83647732664843,-35.46848620995371,6,hex,105768.09554098568,1
South Australia,Copper Coast (DC),137.23647732664844,-34.31378567157446,1,hex,132467.0759741079,1
South Australia,Copper Coast (DC),137.63647732664845,-34.08284556389861,2,hex,132467.0759741079,1
South Australia,Copper Coast (DC),137.63647732664845,-33.62096534854691,3,hex,132467.0759741079,1
South Australia,Copper Coast (DC),137.23647732664844,-33.39002524087106,4,hex,132467.0759741079,1
South Australia,Copper Coast (DC),136.83647732664843,-33.62096534854691,5,hex,132467.0759741079,1
South Australia,Copper Coast (DC),136.83647732664843,-34.08284556389861,6,hex,132467.0759741079,1
Victoria,Corangamite (S),136.83647732664843,-36.392246640657106,1,hex,161721.34220486452,1
Victoria,Corangamite (S),137.23647732664844,-36.16130653298126,2,hex,161721.34220486452,1
Victoria,Corangamite (S),137.23647732664844,-35.69942631762956,3,hex,161721.34220486452,1
Victoria,Corangamite (S),136.83647732664843,-35.46848620995371,4,hex,161721.34220486452,1
Victoria,Corangamite (S),136.43647732664843,-35.69942631762956,5,hex,161721.34220486452,1
Victoria,Corangamite (S),136.43647732664843,-36.16130653298126,6,hex,161721.34220486452,1
Western Australia,Corrigin (S),121.63647732664845,-37.777887286712215,1,hex,190132.55919204582,1
Western Australia,Corrigin (S),122.03647732664845,-37.546947179036366,2,hex,190132.55919204582,1
Western Australia,Corrigin (S),122.03647732664845,-37.08506696368467,3,hex,190132.55919204582,1
Western Australia,Corrigin (S),121.63647732664845,-36.85412685600882,4,hex,190132.55919204582,1
Western Australia,Corrigin (S),121.23647732664844,-37.08506696368467,5,hex,190132.55919204582,1
Western Australia,Corrigin (S),121.23647732664844,-37.546947179036366,6,hex,190132.55919204582,1
Western Australia,Cottesloe (T),114.43647732664844,-33.6209653485469,1,hex,8825.480741858604,1
Western Australia,Cottesloe (T),114.83647732664845,-33.390025240871054,2,hex,8825.480741858604,1
Western Australia,Cottesloe (T),114.83647732664845,-32.928145025519356,3,hex,8825.480741858604,1
Western Australia,Cottesloe (T),114.43647732664844,-32.69720491784351,4,hex,8825.480741858604,1
Western Australia,Cottesloe (T),114.03647732664844,-32.928145025519356,5,hex,8825.480741858604,1
Western Australia,Cottesloe (T),114.03647732664844,-33.390025240871054,6,hex,8825.480741858604,1
New South Wales,Cowra (A),144.43647732664843,-30.156863733409157,1,hex,169177.83348420807,1
New South Wales,Cowra (A),144.83647732664843,-29.925923625733304,2,hex,169177.83348420807,1
New South Wales,Cowra (A),144.83647732664843,-29.464043410381606,3,hex,169177.83348420807,1
New South Wales,Cowra (A),144.43647732664843,-29.233103302705754,4,hex,169177.83348420807,1
New South Wales,Cowra (A),144.03647732664842,-29.464043410381606,5,hex,169177.83348420807,1
New South Wales,Cowra (A),144.03647732664842,-29.925923625733304,6,hex,169177.83348420807,1
Western Australia,Cranbrook (S),118.43647732664844,-35.00660599460201,1,hex,294437.2464320659,1
Western Australia,Cranbrook (S),118.83647732664845,-34.77566588692616,2,hex,294437.2464320659,1
Western Australia,Cranbrook (S),118.83647732664845,-34.313785671574465,3,hex,294437.2464320659,1
Western Australia,Cranbrook (S),118.43647732664844,-34.082845563898616,4,hex,294437.2464320659,1
Western Australia,Cranbrook (S),118.03647732664844,-34.313785671574465,5,hex,294437.2464320659,1
Western Australia,Cranbrook (S),118.03647732664844,-34.77566588692616,6,hex,294437.2464320659,1
Queensland,Croydon (S),141.63647732664845,-18.37891824194079,1,hex,1394792.671619208,1
Queensland,Croydon (S),142.03647732664845,-18.14797813426494,2,hex,1394792.671619208,1
Queensland,Croydon (S),142.03647732664845,-17.68609791891324,3,hex,1394792.671619208,1
Queensland,Croydon (S),141.63647732664845,-17.455157811237388,4,hex,1394792.671619208,1
Queensland,Croydon (S),141.23647732664844,-17.68609791891324,5,hex,1394792.671619208,1
Queensland,Croydon (S),141.23647732664844,-18.14797813426494,6,hex,1394792.671619208,1
Western Australia,Cuballing (S),124.03647732664844,-35.00660599460201,1,hex,151362.23176239137,1
Western Australia,Cuballing (S),124.43647732664844,-34.77566588692616,2,hex,151362.23176239137,1
Western Australia,Cuballing (S),124.43647732664844,-34.313785671574465,3,hex,151362.23176239137,1
Western Australia,Cuballing (S),124.03647732664844,-34.082845563898616,4,hex,151362.23176239137,1
Western Australia,Cuballing (S),123.63647732664843,-34.313785671574465,5,hex,151362.23176239137,1
Western Australia,Cuballing (S),123.63647732664843,-34.77566588692616,6,hex,151362.23176239137,1
Western Australia,Cue (S),117.63647732664845,-28.078402764326505,1,hex,553467.7450026346,1
Western Australia,Cue (S),118.03647732664845,-27.847462656650652,2,hex,553467.7450026346,1
Western Australia,Cue (S),118.03647732664845,-27.385582441298954,3,hex,553467.7450026346,1
Western Australia,Cue (S),117.63647732664845,-27.1546423336231,4,hex,553467.7450026346,1
Western Australia,Cue (S),117.23647732664844,-27.385582441298954,5,hex,553467.7450026346,1
Western Australia,Cue (S),117.23647732664844,-27.847462656650652,6,hex,553467.7450026346,1
New South Wales,Cumberland (A),143.63647732664845,-32.928145025519356,1,hex,20194.261219821725,1
New South Wales,Cumberland (A),144.03647732664845,-32.69720491784351,2,hex,20194.261219821725,1
New South Wales,Cumberland (A),144.03647732664845,-32.23532470249181,3,hex,20194.261219821725,1
New South Wales,Cumberland (A),143.63647732664845,-32.00438459481596,4,hex,20194.261219821725,1
New South Wales,Cumberland (A),143.23647732664844,-32.23532470249181,5,hex,20194.261219821725,1
New South Wales,Cumberland (A),143.23647732664844,-32.69720491784351,6,hex,20194.261219821725,1
Western Australia,Cunderdin (S),117.23647732664844,-32.928145025519356,1,hex,130708.08142527098,1
Western Australia,Cunderdin (S),117.63647732664845,-32.69720491784351,2,hex,130708.08142527098,1
Western Australia,Cunderdin (S),117.63647732664845,-32.23532470249181,3,hex,130708.08142527098,1
Western Australia,Cunderdin (S),117.23647732664844,-32.00438459481596,4,hex,130708.08142527098,1
Western Australia,Cunderdin (S),116.83647732664843,-32.23532470249181,5,hex,130708.08142527098,1
Western Australia,Cunderdin (S),116.83647732664843,-32.69720491784351,6,hex,130708.08142527098,1
Western Australia,Dalwallinu (S),118.03647732664844,-30.156863733409157,1,hex,228639.03503842273,1
Western Australia,Dalwallinu (S),118.43647732664844,-29.925923625733304,2,hex,228639.03503842273,1
Western Australia,Dalwallinu (S),118.43647732664844,-29.464043410381606,3,hex,228639.03503842273,1
Western Australia,Dalwallinu (S),118.03647732664844,-29.233103302705754,4,hex,228639.03503842273,1
Western Australia,Dalwallinu (S),117.63647732664843,-29.464043410381606,5,hex,228639.03503842273,1
Western Australia,Dalwallinu (S),117.63647732664843,-29.925923625733304,6,hex,228639.03503842273,1
Western Australia,Dandaragan (S),115.63647732664843,-30.156863733409157,1,hex,160119.32494268427,1
Western Australia,Dandaragan (S),116.03647732664844,-29.925923625733304,2,hex,160119.32494268427,1
Western Australia,Dandaragan (S),116.03647732664844,-29.464043410381606,3,hex,160119.32494268427,1
Western Australia,Dandaragan (S),115.63647732664843,-29.233103302705754,4,hex,160119.32494268427,1
Western Australia,Dandaragan (S),115.23647732664843,-29.464043410381606,5,hex,160119.32494268427,1
Western Australia,Dandaragan (S),115.23647732664843,-29.925923625733304,6,hex,160119.32494268427,1
Western Australia,Dardanup (S),119.63647732664843,-39.85634825579487,1,hex,161961.94737318653,1
Western Australia,Dardanup (S),120.03647732664844,-39.62540814811902,2,hex,161961.94737318653,1
Western Australia,Dardanup (S),120.03647732664844,-39.16352793276732,3,hex,161961.94737318653,1
Western Australia,Dardanup (S),119.63647732664843,-38.932587825091474,4,hex,161961.94737318653,1
Western Australia,Dardanup (S),119.23647732664843,-39.16352793276732,5,hex,161961.94737318653,1
Western Australia,Dardanup (S),119.23647732664843,-39.62540814811902,6,hex,161961.94737318653,1
Victoria,Darebin (C),150.03647732664842,-34.31378567157446,1,hex,10214.54700044452,1
Victoria,Darebin (C),150.43647732664843,-34.08284556389861,2,hex,10214.54700044452,1
Victoria,Darebin (C),150.43647732664843,-33.62096534854691,3,hex,10214.54700044452,1
Victoria,Darebin (C),150.03647732664842,-33.39002524087106,4,hex,10214.54700044452,1
Victoria,Darebin (C),149.63647732664842,-33.62096534854691,5,hex,10214.54700044452,1
Victoria,Darebin (C),149.63647732664842,-34.08284556389861,6,hex,10214.54700044452,1
Northern Territory,Darwin (C),131.63647732664845,-12.14353533469283,1,hex,5003.290405995731,1
Northern Territory,Darwin (C),132.03647732664845,-11.91259522701698,2,hex,5003.290405995731,1
Northern Territory,Darwin (C),132.03647732664845,-11.45071501166528,3,hex,5003.290405995731,1
Northern Territory,Darwin (C),131.63647732664845,-11.21977490398943,4,hex,5003.290405995731,1
Northern Territory,Darwin (C),131.23647732664844,-11.45071501166528,5,hex,5003.290405995731,1
Northern Territory,Darwin (C),131.23647732664844,-11.91259522701698,6,hex,5003.290405995731,1
Western Australia,Denmark (S),122.43647732664844,-39.163527932767316,1,hex,346610.28964110283,1
Western Australia,Denmark (S),122.83647732664845,-38.93258782509147,2,hex,346610.28964110283,1
Western Australia,Denmark (S),122.83647732664845,-38.47070760973977,3,hex,346610.28964110283,1
Western Australia,Denmark (S),122.43647732664844,-38.23976750206392,4,hex,346610.28964110283,1
Western Australia,Denmark (S),122.03647732664844,-38.47070760973977,5,hex,346610.28964110283,1
Western Australia,Denmark (S),122.03647732664844,-38.93258782509147,6,hex,346610.28964110283,1
Western Australia,Derby-West Kimberley (S),122.03647732664844,-24.614301149188748,1,hex,866419.6065924529,1
Western Australia,Derby-West Kimberley (S),122.43647732664844,-24.383361041512895,2,hex,866419.6065924529,1
Western Australia,Derby-West Kimberley (S),122.43647732664844,-23.921480826161197,3,hex,866419.6065924529,1
Western Australia,Derby-West Kimberley (S),122.03647732664844,-23.690540718485344,4,hex,866419.6065924529,1
Western Australia,Derby-West Kimberley (S),121.63647732664843,-23.921480826161197,5,hex,866419.6065924529,1
Western Australia,Derby-West Kimberley (S),121.63647732664843,-24.383361041512895,6,hex,866419.6065924529,1
Tasmania,Derwent Valley (M),140.83647732664843,-39.163527932767316,1,hex,71552.44422600402,1
Tasmania,Derwent Valley (M),141.23647732664844,-38.93258782509147,2,hex,71552.44422600402,1
Tasmania,Derwent Valley (M),141.23647732664844,-38.47070760973977,3,hex,71552.44422600402,1
Tasmania,Derwent Valley (M),140.83647732664843,-38.23976750206392,4,hex,71552.44422600402,1
Tasmania,Derwent Valley (M),140.43647732664843,-38.47070760973977,5,hex,71552.44422600402,1
Tasmania,Derwent Valley (M),140.43647732664843,-38.93258782509147,6,hex,71552.44422600402,1
Tasmania,Devonport (C),146.43647732664843,-41.93480922487752,1,hex,199704.06383793268,1
Tasmania,Devonport (C),146.83647732664843,-41.70386911720167,2,hex,199704.06383793268,1
Tasmania,Devonport (C),146.83647732664843,-41.24198890184997,3,hex,199704.06383793268,1
